source_name,source_type,url_or_reference,data_date,figures_found,confidence,notes
Jooble Spain - Unity Developer,aggregator,https://es.jooble.org/salary/unity-developer,July 2026,"Unity Developer avg €56,688/yr (€4,724/mo); range €55,224-€58,404; n=147 salary reports",high,"147 salary reports; July 2026 data. Surprisingly narrow range — may reflect methodology that clusters on recent postings. Note: Valencia and Álava reported at €6,400/mo."
Indeed Spain - Programador Unity,aggregator,https://es.indeed.com/career/programador-unity/salaries,March 2025,"Programador Unity avg €30,299/yr; Madrid €27,110; Barcelona €30,299; n=2",low,Only 2 salary reports — extremely limited. Treated as indicative only.
Levels.fyi - King Software Engineer Barcelona,salary_survey,https://www.levels.fyi/companies/king/salaries/software-engineer/locations/greater-barcelona-area,August 2026,"King SWE Barcelona: range €38.2K-€65.1K+; median €65K; highest €95,342",high,Premium game company benchmark. Not Unity-specific; covers all SWE roles. King has 600 employees in Barcelona.
Levels.fyi - Scopely Software Engineer Barcelona,salary_survey,https://www.levels.fyi/companies/scopely/salaries/software-engineer/locations/greater-barcelona-area,2026,"Scopely SWE Barcelona: range €41.6K-€61.8K+; median €61.7K; L4 TC €72.1K; highest €94,959",high,Premium game company benchmark. Not Unity-specific. Good premium ceiling data for Barcelona gaming.
Levels.fyi - Unity Technologies Spain,salary_survey,https://www.levels.fyi/companies/unity/salaries/software-engineer/locations/spain,August 2026,Unity Technologies SWE Spain: range €79.3K-€144K+; IC6 €79.3K; IC8 €144K,medium,This is Unity Technologies (the engine company) — not typical game dev employer. Significantly above market for standard Unity game developers. Used only as absolute premium ceiling reference.
Masterd.es - Unity Developer Spain,recruiter_report,https://www.masterd.es/blog/cuanto-gana-desarrollador-unity,2025,Junior €20-33K; Madrid/BCN junior €28-35K; Senior €40-65K; Madrid/BCN senior €55K+,medium,"Spanish gaming education blog with market knowledge. Cites Jobted avg €45,200 and Talent.com €35-65K for seniors. 2025 data."
UFV Spain - Unity Programmer,recruiter_report,https://www.ufv.es/cuanto-gana-un-programador-de-unity-preguntas-grados/,2025,Entry/graduate €30K; experienced €50K+; general range €30-60K,medium,Spanish university source. General orientation article. Limited granularity.
PayScale Spain - Video Game Designer,aggregator,https://www.payscale.com/research/ES/Job=Video_Game_Designer/Salary,August 2025,"Video Game Designer avg €28K; range €20-49K; early career €19,487; mid career €30,723; n=8",medium,Small sample (n=8). Confirms lower end of market for game design roles. Last updated Aug 2025.
PayScale Spain - Sr SWE with Unity Engine,aggregator,https://www.payscale.com/research/ES/Job=Sr._Software_Engineer_%2F_Developer_%2F_Programmer/Salary/fb46928e/Unity-Engine,October 2023,"Sr SWE with Unity Spain avg €45,953; range €38-49K base; total comp €39-55K",low,Older data (Oct 2023). Still directionally useful for senior local_sme/mid_market anchoring.
Paylab Spain - Game Developer,aggregator,https://www.paylab.com/es/salaryinfo/information-technology/game-developer,2026,"80% earn €2,402-€6,296/mo (€28,824-€75,552/yr); after 5yr exp: €5,013/mo (€60,156/yr); n<20",medium,Less than 20 verified respondents. Good for understanding salary spread across all experience levels.
Neoretos - Spain Salary Benchmarks 2026,salary_survey,https://www.neoretos.com/post/salary-benchmarks-spain-2026,2026,Junior SW Dev €28-40K; Mid €40-60K; Senior €55-80K; Lead €70-95K,medium,General Spanish tech market benchmarks. Not game/Unity specific. Useful for cross-reference on lead/head levels.
SpainJobs.io - Salary Guide Spain 2026,salary_survey,https://www.spainjobs.io/guides/salary,2026,Junior SW Dev €24-35K; Mid €35-50K; Senior €50-70K; Lead/Staff €65-90K+,medium,General Spanish tech salary guide. Not game-specific but useful for lead/head level calibration.
Manfred - Tech Salaries Spain 2026,salary_survey,https://www.getmanfred.com/en/blog/tech-salaries-spain-2026,2026,Junior <2yr €20-30K; Mid 2-5yr €31-40K; Senior 5-10yr €41-50K; Lead >10yr €51-60K; premium employers much higher,medium,Manfred is a major Spanish tech recruitment platform with 120K+ professional profiles. Data covers general SW dev — game dev not explicitly included.
Tecnoempleo - Informe Empleo IT Julio 2026,salary_survey,https://www.tecnoempleo.com/informe-empleo-informatica.php,July 2026,"General Programmer €34,400-€42,100; Technical Software €36,500-€49,400",medium,Spain-specific IT job market report. No Unity/game-specific data but useful for mid-market programmer benchmark.
Jooble - Programador Unity España,aggregator,https://es.jooble.org/salary/programador-unity,2025,"Programador Unity avg €30,468/yr (€2,539/mo); based on job postings",medium,"Spanish-language search shows lower figure than English 'unity developer' on same platform (€56,688). Likely reflects local Spanish studio postings vs international remote roles."
